Study,Generation,Sex,Treatment,Sugar Weight,Glucose,Trehalose,Glycogen
Main,F4,male,NSD,2.37,6.512533775,10.95090706,11.19787571
Main,F4,male,NSD,2.41,7.854629751,12.51939835,17.28365746
Main,F4,male,NSD,2.47,9.354099922,12.87033338,16.68937857
Main,F4,male,NSD,2.56,10.03999018,13.16132863,17.74979097
Main,F4,male,NSD,2.58,6.15465582,7.30727867,14.00384492
Main,F4,male,NSD,2.38,4.997867769,9.472504737,12.3481801
Main,F4,male,NSD,2.47,6.587589059,9.529703708,21.68363086
Main,F4,male,NSD,2.5,9.337639285,7.574802083,10.89676289
Main,F4,female,NSD,3.73,11.53246705,18.83032685,33.51536855
Main,F4,female,NSD,3.46,7.776000144,17.54411427,32.60253344
Main,F4,female,NSD,3.67,12.30759933,18.30000283,39.22091498
Main,F4,female,NSD,3.3,11.62747322,15.99697197,16.23363493
Main,F4,female,NSD,3.73,8.778742481,19.98571685,28.93066523
Main,F4,female,NSD,3.54,10.74610048,17.74826981,28.12257834
Main,F4,female,NSD,3.75,11.61690783,14.83135291,34.1389719
Main,F4,female,NSD,3.47,8.84554121,14.17465877,24.48694369
Main,F4,female,NSD,3.54,6.516614769,17.25197835,38.65678999
Main,F4,female,NSD,3.65,10.5034882,22.52056245,41.69137628
Main,F4,female,NSD,3.42,9.403008906,19.36803471,22.21479064
Main,F4,female,NSD,3.57,9.490550148,14.05130184,23.8222625
Main,F4,female,NSD,3.79,11.6843921,16.70837917,47.2053935
Main,F4,female,NSD,3.59,9.867317223,18.32726325,34.35386879
Main,F4,female,NSD,3.4,4.333234048,6.227280655,13.40122309
Main,F4,female,NSD,3.73,12.13084317,17.70495174,26.36595342
Main,F4,female,NSD,3.53,10.99238407,23.71555481,28.71729938
Main,F4,female,NSD,3.4,8.456521491,16.0957629,22.11824894
Main,F4,female,NSD,3.44,9.523288569,19.18208522,14.83695912
Main,F4,female,NSD,3.48,11.10754976,19.36481873,25.92081982
Main,F4,female,NSD,3.63,9.875164894,18.37902106,26.83363695
Main,F4,female,NSD,3.75,10.68647451,19.46711272,30.27825375
Main,F4,female,NSD,3.59,9.312778852,15.99431001,22.3115226
Main,F4,female,NSD,3.51,7.50038243,11.1573444,12.55122948
Main,F4,female,NSD,3.67,12.43031005,16.00539176,30.55060321
Main,F4,female,NSD,3.77,9.705908148,16.20605732,19.90162772
Main,F4,female,NSD,3.6,9.442823071,12.13095737,18.99128145
Main,F4,female,NSD,3.56,11.34858625,13.81264536,26.56997625
Main,F4,female,NSD,3.7,13.18503868,12.98528005,24.76900782
Main,F4,female,NSD,3.75,12.0729679,16.14298374,22.68157956
Main,F4,female,NSD,3.29,5.726814463,8.442502218,13.04488035
Main,F4,female,NSD,3.75,6.577246511,14.38406649,28.08235534
Main,F4,female,NSD,3.82,10.94169959,19.32271723,27.03061471
Main,F4,female,NSD,3.71,13.3779416,21.37466834,34.49487494
Main,F4,female,NSD,3.41,9.530017249,16.82068749,28.80024758
Main,F4,female,NSD,3.79,10.598478,16.01429669,18.65407417
Main,F4,female,NSD,3.22,7.433315127,9.653868645,21.3223131
Main,F4,female,NSD,3.61,9.800365392,15.31190728,29.72107824
Main,F4,female,NSD,3.47,11.11880416,12.70062216,15.63604042
Main,F4,female,NSD,3.54,10.04258111,14.26617494,21.42100717
Main,F4,female,NSD,3.65,7.585844332,12.61345488,22.41461439
Main,F4,female,NSD,3.64,13.99040789,14.23147691,25.07392176
Main,F4,female,NSD,3.59,11.35735472,14.43558767,24.60582601
Main,F4,female,NSD,3.66,8.440476436,17.92188151,34.10951286
Main,F4,male,LSD,2.44,7.674420316,9.596089866,15.85962947
Main,F4,male,LSD,2.58,5.139054171,9.371537742,15.23264268
Main,F4,male,LSD,2.68,5.109411216,6.407317466,21.89007731
Main,F4,male,LSD,2.52,5.549129992,9.297057326,17.77146685
Main,F4,male,LSD,2.43,4.524895893,7.828004529,18.78525036
Main,F4,male,LSD,2.45,5.766296384,17.20478905,16.50254265
Main,F4,male,LSD,2.72,6.986590984,8.466246709,20.31115185
Main,F4,male,LSD,2.64,5.084276289,9.187367989,13.47985174
Main,F4,male,LSD,2.68,6.740254607,15.80903132,12.72113497
Main,F4,male,LSD,2.52,7.320245953,11.2520841,21.51121103
Main,F4,male,LSD,2.51,6.701137131,11.21594187,18.01961407
Main,F4,male,LSD,2.56,8.126083274,12.07325103,20.05465642
Main,F4,male,LSD,2.57,9.009898618,10.78401787,23.27246765
Main,F4,male,LSD,2.46,6.674907326,10.17713138,19.00939107
Main,F4,male,LSD,2.57,7.36844628,13.4654123,19.53463839
Main,F4,male,LSD,2.55,6.31170604,10.5330824,15.71119447
Main,F4,male,LSD,2.45,6.897952652,12.41401517,20.14048614
Main,F4,male,LSD,2.56,6.186184043,7.456575778,15.25684566
Main,F4,male,LSD,2.56,6.458209689,13.02410855,21.30713042
Main,F4,male,LSD,2.76,7.024379846,9.879464198,21.3425234
Main,F4,male,LSD,2.66,5.561148345,8.847360597,16.41130295
Main,F4,male,LSD,2.42,7.298140805,10.40666652,15.77631805
Main,F4,male,LSD,2.56,8.825926791,11.78387388,9.470613092
Main,F4,male,LSD,2.49,6.978825105,9.015715194,18.20381339
Main,F4,male,LSD,2.53,8.674965618,5.757859337,11.40397495
Main,F4,male,LSD,2.62,5.771014577,14.17700521,16.25094969
Main,F4,male,LSD,2.42,6.785426856,6.934010084,14.07345808
Main,F4,male,LSD,2.51,7.820471559,12.34312084,14.70186924
Main,F4,male,LSD,2.55,8.476103785,13.24764642,16.54063724
Main,F4,male,LSD,2.46,3.946866846,9.513168158,11.37528905
Main,F4,male,LSD,2.48,9.96489049,12.47701259,14.55376612
Main,F4,male,LSD,2.64,8.643608515,9.202306039,24.8581624
Main,F4,male,LSD,2.45,6.57624351,10.79521044,19.28520666
Main,F4,male,LSD,2.58,9.511115393,11.79346735,20.33929368
Main,F4,male,LSD,2.63,7.234276594,9.191518054,10.93733641
Main,F4,male,LSD,2.49,9.351201415,10.54421118,21.17180929
Main,F4,male,LSD,2.55,8.787685493,13.90364415,10.22367336
Main,F4,male,LSD,2.54,5.439403101,8.75073236,10.66517003
Main,F4,male,LSD,2.65,8.7793989,12.49404023,14.94150177
Main,F4,male,LSD,2.49,6.508758952,10.19455386,16.2229009
Main,F4,male,LSD,2.51,6.657443639,6.292409157,16.16724266
Main,F4,male,LSD,2.57,7.809376153,13.39203441,21.32142286
Main,F4,male,LSD,2.45,5.245218577,6.593833349,9.748054872
Main,F4,female,LSD,3.61,8.792207472,11.45022514,7.05834277
Main,F4,female,LSD,3.5,7.97319355,12.89864077,18.69207159
Main,F4,female,LSD,3.56,6.422749917,19.24884278,27.60080812
Main,F4,female,LSD,3.59,6.636395806,13.29606488,18.91372858
Main,F4,female,LSD,3.67,7.635962205,17.00554592,26.36560675
Main,F4,female,LSD,3.3,8.582437248,13.54305281,12.56644477
Main,F4,female,LSD,3.49,9.577797156,17.88297372,19.84269194
Main,F4,female,LSD,3.75,9.165235337,15.54798578,39.36970382
Main,F4,female,LSD,3.4,8.687123944,15.24768707,17.15693157
Main,F4,female,LSD,3.75,6.614521834,17.89459658,30.43182052
Main,F4,female,LSD,3.63,10.30945265,16.81613527,24.01405726
Main,F4,female,LSD,3.23,7.611574497,17.68418692,10.38751189
Main,F4,female,LSD,3.67,10.13587928,15.50524316,24.56782447
Main,F4,female,LSD,3.51,9.568192072,14.13598898,17.99151917
Main,F4,female,LSD,3.64,7.556347802,15.37520096,21.46676613
Main,F4,female,LSD,3.72,10.54702367,15.071253,31.73795982
Main,F4,female,LSD,3.67,9.326357673,16.82537447,22.10616304
Main,F4,female,LSD,3.62,11.51018125,21.0845769,45.73897201
Main,F4,female,LSD,3.71,9.998100464,15.97201977,23.36399699
Main,F4,female,LSD,3.42,9.420876683,14.99789025,26.69294772
Main,F4,female,LSD,3.25,6.483494581,14.29056292,13.81153391
Main,F4,female,LSD,3.44,10.83682583,11.84144298,9.260305927
Main,F4,female,LSD,3.56,11.36210389,18.83631043,31.57929033
Main,F4,female,LSD,3.7,10.90328763,12.53351825,29.28965096
Main,F4,female,LSD,3.7,10.29077347,15.47509856,30.82258932
Main,F4,female,LSD,3.34,7.26087737,11.86750043,24.53957531
Main,F4,female,LSD,3.78,8.099960355,15.55825614,31.56378416
Main,F4,female,LSD,3.54,11.10522092,12.54326231,26.45758985
Main,F4,female,LSD,3.6,12.30371652,19.09894194,36.36314692
Main,F4,female,LSD,3.66,9.826561006,10.36993904,18.72815971
Main,F4,female,LSD,3.7,12.10562775,17.38289216,35.89759104
Main,F4,female,LSD,3.46,9.151971083,12.18263585,23.2771683
Main,F4,female,LSD,3.52,11.98168698,15.58460153,27.83828356
Main,F4,female,LSD,3.59,13.58539898,16.79792748,29.72442227
Main,F4,female,LSD,3.65,10.05549388,14.90895137,27.93587151
Main,F4,female,LSD,3.46,9.549119516,10.6230731,17.01148058
Main,F4,female,LSD,3.47,12.55069325,18.90572298,33.42070766
Main,F4,female,LSD,3.7,10.90313225,12.63639759,26.80106942
Main,F4,female,LSD,3.64,11.02618322,12.77579188,19.90563005
Main,F4,female,LSD,3.43,10.43722636,12.31562212,19.96737679
Main,F4,female,LSD,3.76,9.554073815,17.22517859,38.43242399
Main,F4,female,LSD,3.65,15.72329957,22.66994017,36.05810821
Main,F4,female,LSD,3.69,10.51026396,13.61148945,21.53701169
Main,F4,female,LSD,3.52,12.47383663,15.25729106,26.88724234
Main,F4,male,HSD,2.51,4.085155106,12.57303602,13.65814948
Main,F4,male,HSD,2.58,5.585940704,9.974946503,22.5320082
Main,F4,male,HSD,2.62,5.649695153,9.980586104,16.76451442
Main,F4,male,HSD,2.58,5.836759815,6.620682795,17.5224056
Main,F4,male,HSD,2.51,5.612690292,5.759322577,15.01446199
Main,F4,male,HSD,2.5,6.201965251,11.87731323,20.90033698
Main,F4,male,HSD,2.51,3.956819346,5.81633451,11.53256706
Main,F4,male,HSD,2.56,4.539409376,9.328284544,13.67098529
Main,F4,male,HSD,2.48,4.338175331,8.225412016,13.48155134
Main,F4,male,HSD,2.48,7.23259416,8.068355322,14.17015216
Main,F4,male,HSD,2.57,5.97538523,12.23763337,20.90970172
Main,F4,male,HSD,2.31,3.924392501,9.168001534,17.39334668
Main,F4,male,HSD,2.43,6.560635071,13.23773286,21.48126016
Main,F4,male,HSD,2.51,5.725618506,11.77621007,19.9342294
Main,F4,male,HSD,2.42,5.949147417,8.458698605,15.4206945
Main,F4,male,HSD,2.61,4.82097446,11.77181891,21.6425509
Main,F4,male,HSD,2.61,6.79557838,11.82997854,20.7402326
Main,F4,male,HSD,2.54,7.981462808,12.50864879,22.58817711
Main,F4,male,HSD,2.46,3.914361497,9.666565179,16.53549722
Main,F4,male,HSD,2.57,4.779343263,8.333952152,17.28687252
Main,F4,male,HSD,2.65,5.790499361,9.484086701,19.30988589
Main,F4,male,HSD,2.44,6.715445389,9.062713716,17.48173064
Main,F4,male,HSD,2.57,5.246811171,8.932354435,10.69552998
Main,F4,male,HSD,2.57,7.961600617,10.6124761,24.64743836
Main,F4,male,HSD,2.41,6.533510673,11.30134939,14.10356521
Main,F4,male,HSD,2.51,4.573459384,11.75841832,15.77370504
Main,F4,male,HSD,2.5,4.041544804,9.728753605,11.50332976
Main,F4,male,HSD,2.48,6.246693754,11.58641759,15.11834002
Main,F4,male,HSD,2.52,4.982754669,8.395632723,16.98234786
Main,F4,male,HSD,2.48,4.002286612,10.75290666,21.38725201
Main,F4,male,HSD,2.48,6.277840349,8.094511044,18.62954419
Main,F4,male,HSD,2.41,5.321483772,11.27987575,12.27667157
Main,F4,male,HSD,2.4,6.959936971,9.913934986,15.07621542
Main,F4,male,HSD,2.28,5.496467221,8.009537085,13.20816591
Main,F4,male,HSD,2.58,6.149859231,11.4583905,19.11152062
Main,F4,male,HSD,2.59,7.381914043,12.08402868,16.95800445
Main,F4,male,HSD,2.44,6.203157864,8.75726543,13.73000851
Main,F4,male,HSD,2.59,5.840844864,9.593140643,10.72495783
Main,F4,male,HSD,2.41,7.029052279,8.13300008,11.31151722
Main,F4,male,HSD,2.5,7.664278763,13.47286198,14.56617785
Main,F4,male,HSD,2.46,6.491350448,11.22518348,13.66880555
Main,F4,male,HSD,2.58,5.623802733,11.52975251,11.30788579
Main,F4,female,HSD,3.72,6.784884614,7.763558321,7.367165443
Main,F4,female,HSD,3.49,7.540101626,11.48587913,6.995056717
Main,F4,female,HSD,3.25,5.658177405,7.111723506,3.973745423
Main,F4,female,HSD,3.41,7.991476399,13.5313526,21.49278976
Main,F4,female,HSD,3.42,2.725986639,5.932695921,4.843360313
Main,F4,female,HSD,3.63,8.04568363,14.73516849,14.48994054
Main,F4,female,HSD,3.42,4.727069013,11.90316891,13.25190812
Main,F4,female,HSD,3.27,3.619110984,7.937560726,8.141417134
Main,F4,female,HSD,3.49,5.665856802,16.74032894,13.80226862
Main,F4,female,HSD,3.47,6.255443057,13.53030699,17.20484382
Main,F4,female,HSD,3.64,8.882589803,14.77569036,21.59709441
Main,F4,female,HSD,3.27,6.308806867,17.06681101,16.14629987
Main,F4,female,HSD,3.69,8.798719413,14.97021976,24.2632405
Main,F4,female,HSD,3.44,8.550893383,17.45006272,24.81519909
Main,F4,female,HSD,3.27,7.31623604,18.74549079,6.834544248
Main,F4,female,HSD,3.58,5.33887073,9.915835549,12.89187813
Main,F4,female,HSD,3.55,10.40446036,14.06774156,15.52159467
Main,F4,female,HSD,3.54,8.019234114,9.008875968,10.22667012
Main,F4,female,HSD,3.67,7.945631782,16.27674168,29.49330525
Main,F4,female,HSD,3.36,4.027131092,10.92619451,8.854551238
Main,F4,female,HSD,3.31,5.499397093,15.6008595,14.51837305
Main,F4,female,HSD,3.36,8.398450694,16.13822787,28.02449772
Main,F4,female,HSD,3.52,6.845344482,11.25771928,24.53190773
Main,F4,female,HSD,3.39,5.970372984,9.69796607,17.4279616
Main,F4,female,HSD,3.39,8.59482064,17.48662761,32.6596044
Main,F4,female,HSD,3.35,5.490636783,11.04043891,19.71748266
Main,F4,female,HSD,3.14,1.601116444,9.127162268,13.57257998
Main,F4,female,HSD,3.41,10.61437463,14.01758552,20.78625207
Main,F4,female,HSD,3.36,7.285670406,10.62174662,20.65774611
Main,F4,female,HSD,3.55,5.152069538,15.13169041,27.61617006
Main,F4,female,HSD,3.41,8.872139832,12.16634182,15.05687707
Main,F4,female,HSD,3.59,4.973014632,12.21910485,22.78430152
Main,F4,female,HSD,3.5,6.636700521,14.41565385,26.38759577
Main,F4,female,HSD,3.23,5.278999947,10.17885134,29.20075326
Main,F4,female,HSD,3.59,7.634426311,13.02120453,21.45817817
Main,F4,female,HSD,3.57,10.47870895,16.67525516,28.24880478
Main,F4,female,HSD,3.4,9.252130566,14.59656742,28.80948167
Main,F4,female,HSD,3.49,6.345746445,12.60526866,28.24451514
Main,F4,female,HSD,3.52,7.630618355,7.780405743,14.41129122
Main,F4,female,HSD,3.4,9.957278584,15.72585866,30.2042262
Main,F4,female,HSD,3.4,6.095821547,13.39071302,17.68507941
Main,F4,female,HSD,3.65,7.199293364,12.19902561,23.82505789
Main,F4,female,HSD,3.49,9.375536439,15.27239557,27.71272701
Main,F4,female,HSD,3.41,5.146412143,8.577738866,12.10709215
Main,F4,male,CD,2.56,7.003904036,16.46245435,24.28240291
Main,F4,male,CD,2.25,2.996619534,4.097586715,11.40149075
Main,F4,male,CD,2.52,6.110895186,7.826516594,24.62382869
Main,F4,male,CD,2.56,6.544241219,7.975452444,19.72239679
Main,F4,male,CD,2.33,5.648823213,10.32302052,21.94315629
Main,F4,male,CD,2.34,5.462446488,8.494298735,16.13576142
Main,F4,male,CD,2.41,5.452214186,8.997893133,15.000328
Main,F4,male,CD,2.6,9.587713284,9.101099359,17.0407403
Main,F4,male,CD,2.47,8.214553699,11.91660884,19.02323043
Main,F4,male,CD,2.56,4.342469993,9.727172406,24.79709892
Main,F4,male,CD,2.49,5.245125775,8.933080321,22.36745823
Main,F4,male,CD,2.45,6.002065307,10.60090272,15.47383261
Main,F4,male,CD,2.47,7.865576294,7.147393046,20.20085961
Main,F4,male,CD,2.45,7.232777082,9.660045509,23.72030475
Main,F4,male,CD,2.47,6.656655824,11.67170879,18.39038984
Main,F4,male,CD,2.57,7.70644315,7.995774978,21.11674883
Main,F4,male,CD,2.4,6.0753233,7.364847273,15.35924961
Main,F4,male,CD,2.5,3.464445938,9.379806245,19.80351849
Main,F4,male,CD,2.48,5.308058351,6.679317702,18.7818026
Main,F4,male,CD,2.57,6.43939237,9.555980357,26.43384608
Main,F4,male,CD,2.42,5.466004405,9.938902768,17.32259965
Main,F4,male,CD,2.55,5.851718814,12.02335446,22.11274048
Main,F4,male,CD,2.57,7.438043852,13.28350562,17.60197995
Main,F4,male,CD,2.5,6.403280299,12.90604747,21.76805152
Main,F4,male,CD,2.49,6.825730855,10.94207531,26.17167446
Main,F4,male,CD,2.34,6.574982684,7.679025983,11.06533377
Main,F4,male,CD,2.55,6.535076874,13.21724758,13.59349708
Main,F4,male,CD,2.55,7.009844863,11.02443246,27.32222001
Main,F4,male,CD,2.55,8.710695439,13.76861873,30.96491423
Main,F4,male,CD,2.47,8.426987574,12.08724302,20.91779105
Main,F4,male,CD,2.54,8.986310872,14.41215145,20.89552743
Main,F4,male,CD,2.43,6.417766521,13.46888291,26.78223599
Main,F4,male,CD,2.47,7.165789583,13.31819476,25.53325904
Main,F4,male,CD,2.7,8.079226674,12.06063653,12.72854005
Main,F4,male,CD,2.6,5.745302909,8.797027725,16.3631194
Main,F4,male,CD,2.36,8.684154144,7.682800166,10.12751062
Main,F4,male,CD,2.64,8.593410297,12.61522098,21.45255869
Main,F4,male,CD,2.42,7.501132027,8.808345037,14.81988771
Main,F4,male,CD,2.49,5.666786728,10.02493623,15.53257047
Main,F4,male,CD,2.47,5.751798733,9.723564911,15.51834299
Main,F4,female,CD,3.55,10.0544674,14.84001131,23.58657723
Main,F4,female,CD,3.54,5.279460358,10.84087813,23.00865485
Main,F4,female,CD,3.41,5.746070074,14.53708034,19.25272847
Main,F4,female,CD,3.32,8.748864003,15.2707528,29.30367164
Main,F4,female,CD,3.86,9.93196283,20.04220737,38.26261795
Main,F4,female,CD,3.6,7.264511541,13.24965879,9.635711075
Main,F4,female,CD,3.63,11.25499995,18.23269787,24.38947904
Main,F4,female,CD,3.64,6.042191212,10.14677725,13.27120865
Main,F4,female,CD,3.64,12.9659705,17.79967933,24.84414782
Main,F4,female,CD,3.72,10.01454193,11.30922055,20.03293175
Main,F4,female,CD,3.51,7.82808639,10.53151298,7.743650717
Main,F4,female,CD,3.66,7.332111812,12.47454206,16.123999
Main,F4,female,CD,3.73,7.566090991,14.33529038,17.21666731
Main,F4,female,CD,3.54,8.1676176,15.80499919,13.92517504
Main,F4,female,CD,3.87,6.640149463,14.99207013,15.17926766
Main,F4,female,CD,3.53,9.169474541,12.73896044,18.79535286
Main,F4,female,CD,3.5,6.696237571,10.24963493,8.276217576
Main,F4,female,CD,3.9,7.266808843,17.50356482,12.90159071
Main,F4,female,CD,3.57,6.802835803,15.9388877,12.89277206
Main,F4,female,CD,3.62,7.140410797,14.32709168,10.44102917
Main,F4,female,CD,3.23,6.627293042,10.42111017,13.76439418
Main,F4,female,CD,3.86,11.00317983,18.70548032,29.57105521
Main,F4,female,CD,3.5,11.2837233,13.98643848,29.68907297
Main,F4,female,CD,3.38,4.543680786,6.64693799,21.03447265
Main,F4,female,CD,3.54,11.20913836,12.48435388,26.30923097
Main,F4,female,CD,3.57,8.642373409,15.79261962,29.75009027
Main,F4,female,CD,3.56,8.952463304,9.737482429,17.15177766
Main,F4,female,CD,3.44,7.652643615,16.66412251,21.12585654
Main,F4,female,CD,3.52,9.746333611,15.17536155,38.53467278
Main,F4,female,CD,3.37,10.42162748,18.08827867,23.07513593
Main,F4,female,CD,3.74,12.08500274,19.20301519,26.61831477
Main,F4,female,CD,3.59,7.387270048,11.01840512,26.98018299
Main,F4,female,CD,3.39,4.622847539,9.343567623,18.97973653
Main,F4,female,CD,3.77,8.603206884,14.43674947,25.46428445
Main,F4,female,CD,3.37,7.510874671,9.454272273,16.28403713
Main,F4,female,CD,3.31,8.394125677,8.155182266,10.2772881
Main,F4,female,CD,3.62,10.11695469,16.27697419,21.42256905
Main,F4,female,CD,3.44,7.199829448,14.98713285,20.07049539
Main,F4,female,CD,3.43,7.743030224,9.972954673,19.22305232
Main,F4,female,CD,3.54,10.66687206,14.03929092,18.53910725
Main,F4,female,CD,3.53,4.986391754,8.475515663,13.4216073
Main,F4,female,CD,3.51,4.827715256,11.60852107,23.97292903
Main,F4,female,CD,3.47,9.630037103,16.06204934,21.79268651
Main,F4,female,CD,3.36,6.522957133,8.631376474,14.11485892
Main,F5,male,NSD,2.58,5.11092171,7.899219843,13.60238282
Main,F5,male,NSD,2.52,5.679240025,9.413520883,16.63947435
Main,F5,male,NSD,2.52,8.18564297,6.183308483,21.75861633
Main,F5,male,NSD,2.63,6.779352671,4.37017669,13.75213241
Main,F5,male,NSD,2.51,5.340872722,10.64794686,19.16923527
Main,F5,male,NSD,2.46,5.22673297,8.156014268,13.01071927
Main,F5,male,NSD,2.6,8.344310685,7.598408432,24.6091814
Main,F5,male,NSD,2.62,6.345061078,7.481542311,22.66013792
Main,F5,male,NSD,2.52,6.254025687,5.628528865,19.84480336
Main,F5,male,NSD,2.63,4.492007498,14.02711594,17.02877181
Main,F5,male,NSD,2.45,4.488223832,5.04943446,14.55515534
Main,F5,male,NSD,2.51,7.30929357,9.150699542,17.75951528
Main,F5,male,NSD,2.48,8.270480884,9.372638459,22.63044354
Main,F5,male,NSD,2.59,6.43061196,11.55079902,27.02204713
Main,F5,male,NSD,2.43,4.817046093,5.824602903,12.64429895
Main,F5,male,NSD,2.54,6.178094741,3.323019313,24.60456625
Main,F5,male,NSD,2.57,8.680870207,6.052216313,24.46629445
Main,F5,male,NSD,2.38,6.668796831,6.774339081,19.87268092
Main,F5,male,NSD,2.55,6.208608832,7.67792306,23.06892982
Main,F5,male,NSD,2.46,5.200188648,6.482251634,12.62267616
Main,F5,male,NSD,2.49,7.203395045,7.700791896,17.9351221
Main,F5,male,NSD,2.47,7.052324961,11.49085568,13.31878196
Main,F5,male,NSD,2.49,5.388434044,9.34673349,12.30346146
Main,F5,male,NSD,2.36,5.032414396,10.88118528,18.80455975
Main,F5,male,NSD,2.55,8.50900091,10.97271027,22.03644278
Main,F5,male,NSD,2.55,6.702244718,10.89845757,26.72257388
Main,F5,male,NSD,2.53,5.790583421,11.22152453,21.5196235
Main,F5,male,NSD,2.5,6.080357307,12.6300644,12.56593937
Main,F5,male,NSD,2.6,7.845743402,11.54033556,20.15171925
Main,F5,male,NSD,2.49,6.608737364,13.4479243,26.10176929
Main,F5,male,NSD,2.4,4.527254954,9.553447443,16.32945836
Main,F5,male,NSD,2.53,6.648443834,11.68565536,19.65788935
Main,F5,male,NSD,2.51,4.834787047,12.37919674,20.78108795
Main,F5,male,NSD,2.58,8.545377844,12.89945419,23.01672712
Main,F5,male,NSD,2.4,7.014716356,12.45224149,20.70202427
Main,F5,male,NSD,2.58,5.110837987,11.34414793,25.94836169
Main,F5,male,NSD,2.6,6.779665892,14.20768742,21.44542646
Main,F5,male,NSD,2.54,4.355708619,8.908978618,18.84005703
Main,F5,male,NSD,2.43,6.322137649,13.61745309,17.12981758
Main,F5,male,NSD,2.36,6.506264623,14.45195217,14.65606266
Main,F5,male,NSD,2.54,5.50412107,9.843671684,16.39931288
Main,F5,male,NSD,2.45,5.952535645,11.70992416,18.62561101
Main,F5,male,NSD,2.51,7.684608611,11.14302812,22.75769642
Main,F5,male,NSD,2.5,7.753883083,9.712630506,21.54439581
Main,F5,female,NSD,3.55,9.815100209,15.19667308,33.00140231
Main,F5,female,NSD,3.52,10.41459926,6.974628683,20.96774333
Main,F5,female,NSD,3.81,10.93516164,19.83178064,30.33754386
Main,F5,female,NSD,3.69,8.438333424,22.50313131,14.00322566
Main,F5,female,NSD,3.58,7.053204327,7.87390794,10.30983555
Main,F5,female,NSD,3.52,9.370496407,20.38996495,20.58164055
Main,F5,female,NSD,3.66,13.5402255,18.78118459,19.16544961
Main,F5,female,NSD,3.57,8.915719725,13.67126873,17.33778126
Main,F5,female,NSD,3.31,6.207632555,11.94034913,12.9356197
Main,F5,female,NSD,3.49,7.261948654,15.00939179,11.20723054
Main,F5,female,NSD,3.79,8.227221589,12.75799172,21.5013954
Main,F5,female,NSD,3.59,7.819626298,20.6251511,23.73550341
Main,F5,female,NSD,3.66,11.92546119,16.36100192,22.7158608
Main,F5,female,NSD,3.57,7.119629527,9.547028047,12.16470212
Main,F5,female,NSD,3.88,9.046596634,19.42388633,35.71060584
Main,F5,female,NSD,3.88,12.40437293,15.39711163,29.10906802
Main,F5,female,NSD,3.42,9.533822641,14.08251324,17.00991516
Main,F5,female,NSD,3.72,8.581236733,18.19860998,27.24245941
Main,F5,female,NSD,3.39,7.539452662,12.44322289,2.965958436
Main,F5,female,NSD,3.61,13.78849681,2.006206203,30.58333392
Main,F5,female,NSD,3.53,9.989925507,19.63383616,30.15058784
Main,F5,female,NSD,3.65,11.12087225,24.02573219,29.75313629
Main,F5,female,NSD,3.76,12.39886411,15.58835107,21.93990804
Main,F5,female,NSD,3.65,12.76223572,18.15348554,38.65682319
Main,F5,female,NSD,3.74,11.52703955,9.652874893,29.5864455
Main,F5,female,NSD,3.78,9.510853537,15.50305967,45.78451313
Main,F5,female,NSD,3.67,12.68769433,17.92670283,35.0898773
Main,F5,female,NSD,3.41,8.365444058,9.729273531,18.82131291
Main,F5,female,NSD,3.86,13.77246708,19.07356822,46.40947051
Main,F5,female,NSD,3.58,14.80113856,18.59659225,27.69595796
Main,F5,female,NSD,3.94,11.32932502,19.95063271,35.78061026
Main,F5,female,NSD,3.81,12.51162789,26.90013592,48.03649758
Main,F5,female,NSD,3.77,7.865022054,12.86848634,30.87891456
Main,F5,female,NSD,3.76,12.01147315,16.60317016,40.26191593
Main,F5,female,NSD,3.75,10.31433842,14.42643129,28.49704194
Main,F5,female,NSD,3.47,8.798508856,10.90110443,14.31405741
Main,F5,female,NSD,3.31,13.4673402,6.553771444,15.66910502
Main,F5,female,NSD,3.75,7.676067181,16.01835765,32.74991259
Main,F5,female,NSD,3.93,15.09724808,22.10820374,45.64185209
Main,F5,female,NSD,3.69,10.89063665,18.1459609,37.09840613
Main,F5,female,NSD,3.76,13.22174948,23.59042882,26.72021926
Main,F5,female,NSD,3.65,12.76161495,18.06526511,36.29958138
Main,F5,female,NSD,3.83,8.151272458,13.40606954,37.00748779
Main,F5,female,NSD,3.64,6.596919997,10.24013228,24.92729007
Main,F5,male,LSD,2.55,8.847028462,4.610079891,16.21116108
Main,F5,male,LSD,2.6,8.62062701,7.399828324,13.36568133
Main,F5,male,LSD,2.64,8.333113551,7.567201988,22.43857301
Main,F5,male,LSD,2.61,5.658671835,6.125040339,11.35850841
Main,F5,male,LSD,2.38,6.258124895,5.734638916,17.2727211
Main,F5,male,LSD,2.66,7.049858137,8.912373922,15.20805245
Main,F5,male,LSD,2.57,6.829274371,8.323209995,13.87049246
Main,F5,male,LSD,2.43,4.835973942,5.028843405,11.05805624
Main,F5,male,LSD,2.66,6.036751192,15.14752041,12.60453943
Main,F5,male,LSD,2.49,6.155925843,9.635775674,16.59686403
Main,F5,male,LSD,2.47,7.751818763,6.198859788,15.70359611
Main,F5,male,LSD,2.56,8.76699391,5.742972965,15.17496313
Main,F5,male,LSD,2.55,7.091107333,8.784382639,11.80139905
Main,F5,male,LSD,2.29,5.460915393,7.481433467,11.52129307
Main,F5,male,LSD,2.68,7.790973702,8.964390178,11.52874375
Main,F5,male,LSD,2.6,5.789900989,6.948483901,15.45980856
