Study,Generation,Treatment,Sex,Sugar.Weight,Glucose,Trehalose,Glycogen
Main,F4,CD,male,NA,0,0,0
Main,F4,CD,male,NA,0,0,0
Main,F4,CD,male,NA,0,0,0
Main,F4,CD,male,NA,0,0,0
Main,F4,CD,female,3.55,10.32179349,13.5414578,23.83423432
Main,F4,CD,female,3.54,5.804894933,9.773960439,24.74507733
Main,F4,CD,female,3.41,6.246282503,13.44752739,20.91298641
Main,F4,CD,female,3.32,9.086763246,14.03553417,29.85157327
Main,F4,CD,female,3.86,10.20591078,18.74959656,38.28136319
Main,F4,CD,female,3.6,7.682646052,12.08644618,11.00074126
Main,F4,CD,female,3.63,11.45743238,16.87590647,24.25087427
Main,F4,CD,female,3.64,6.526397093,9.042859454,14.94854763
Main,F4,CD,female,3.64,13.07591804,16.35988866,24.16759013
Main,F4,CD,female,3.72,10.28402615,10.01260382,20.3575608
Main,F4,CD,female,3.51,8.215757396,9.340961316,8.968609192
Main,F4,CD,female,3.66,7.746592254,11.30805015,17.35013246
Main,F4,CD,female,3.73,7.96792391,13.15744813,18.35049826
Main,F4,CD,female,3.54,8.536935567,14.59797685,14.93262931
Main,F4,CD,female,3.87,7.092033276,13.85914535,16.63679736
Main,F4,CD,female,3.53,9.484638079,11.48333797,19.40410126
Main,F4,CD,female,3.5,7.145089594,9.11398931,9.84189339
Main,F4,CD,female,3.9,7.684819176,16.34024076,14.20653006
Main,F4,CD,female,3.57,7.24592576,14.798071,14.3415096
Main,F4,CD,female,3.62,7.565253457,13.1698992,11.8298366
Main,F4,CD,female,3.23,7.079871796,9.288809057,15.25162897
Main,F4,CD,female,3.86,11.21922416,17.36090473,29.41619903
Main,F4,CD,female,3.5,12.67674636,12.08557279,21.05787798
Main,F4,CD,female,3.38,6.498374054,5.751853842,15.1327544
Main,F4,CD,female,3.54,12.60837683,10.59461811,17.65922424
Main,F4,CD,female,3.57,10.25550896,14.28590886,22.24008001
Main,F4,CD,female,3.56,10.53975803,8.184498564,9.322214661
Main,F4,CD,female,3.44,9.348256647,15.30510399,13.90689983
Main,F4,CD,female,3.52,11.26747248,13.50391254,30.68755376
Main,F4,CD,female,3.37,11.88649186,16.31605907,14.71086561
Main,F4,CD,female,3.74,13.41125251,17.18257873,17.60144144
Main,F4,CD,female,3.59,9.104997544,9.698986912,19.961157
Main,F4,CD,female,3.39,6.570943577,8.436669831,13.01377362
Main,F4,CD,female,3.77,10.21960631,12.93588333,17.90691861
Main,F4,CD,female,3.37,9.218301782,8.116409192,9.052942826
Main,F4,CD,female,3.31,10.02794854,6.685516225,2.581928149
Main,F4,CD,female,3.62,11.60720847,14.55021932,13.16285422
Main,F4,CD,female,3.44,8.933176994,13.69568543,13.0278388
Main,F4,CD,female,3.43,9.431111039,8.600448224,11.93735994
Main,F4,CD,female,3.54,12.11129938,12.23047474,10.00311958
Main,F4,CD,female,3.53,6.904192441,7.514368056,7.21849747
Main,F4,CD,female,3.51,6.758738985,10.67105193,17.99460098
Main,F4,CD,female,3.47,11.16086734,14.40795466,13.74501187
Main,F4,CD,female,3.36,8.312710706,7.440935196,7.270393653
Main,F5,NSD,male,2.58,7.025466194,13.37854904,13.3570998
Main,F5,NSD,male,2.52,7.550067715,14.5773707,16.39419133
Main,F5,NSD,male,2.52,9.863670434,12.02011922,21.51333331
Main,F5,NSD,male,2.63,8.565556312,10.58472321,13.50684939
Main,F5,NSD,male,2.51,7.237728666,15.5546246,18.92395225
Main,F5,NSD,male,2.46,7.132368895,13.58184463,12.76543625
Main,F5,NSD,male,2.6,10.01013294,13.14040668,24.36389838
Main,F5,NSD,male,2.62,8.164671764,13.04788766,22.41485491
Main,F5,NSD,male,2.52,8.080639096,11.58091868,19.59952034
Main,F5,NSD,male,2.63,6.454160767,18.22980012,16.7834888
Main,F5,NSD,male,2.45,6.450668152,11.12246895,14.30987232
Main,F5,NSD,male,2.51,9.054732526,14.3693038,17.51423226
Main,F5,NSD,male,2.48,9.941982354,14.54500545,22.38516052
Main,F5,NSD,male,2.59,8.24364181,16.26938256,26.77676411
Main,F5,NSD,male,2.43,6.754196394,11.73614396,12.39901594
Main,F5,NSD,male,2.54,8.010548992,9.755723623,24.35928324
Main,F5,NSD,male,2.57,10.32080327,11.91633791,24.22101143
Main,F5,NSD,male,2.38,8.463504767,12.48801844,19.6273979
Main,F5,NSD,male,2.55,8.038715845,13.20335576,22.8236468
Main,F5,NSD,male,2.46,7.107866445,12.25678254,12.37739314
Main,F5,NSD,male,2.49,8.956980042,13.22146025,17.68983908
Main,F5,NSD,male,2.47,8.817530734,16.22192741,13.07349894
Main,F5,NSD,male,2.49,5.999569094,9.743239836,9.227718754
Main,F5,NSD,male,2.36,5.662287323,11.24115706,15.95299285
Main,F5,NSD,male,2.55,8.955895599,11.33050288,19.29632011
Main,F5,NSD,male,2.55,7.244231838,11.2580181,24.14404194
Main,F5,NSD,male,2.53,6.380552715,11.57339299,18.76167948
Main,F5,NSD,male,2.5,6.655075344,12.9483962,9.499247627
Main,F5,NSD,male,2.6,8.327546381,11.88461329,17.34660612
Main,F5,NSD,male,2.49,7.155645924,13.74678324,23.5018303
Main,F5,NSD,male,2.4,5.183715219,9.945032028,13.39254313
Main,F5,NSD,male,2.53,7.19326258,12.02647309,16.8357476
Main,F5,NSD,male,2.51,5.475061413,12.70350158,17.99767719
Main,F5,NSD,male,2.58,8.990357958,13.21137195,20.31040736
Main,F5,NSD,male,2.4,7.5402576,12.77480717,17.91588718
Main,F5,NSD,male,2.58,5.736583356,11.69309679,23.34313278
Main,F5,NSD,male,2.6,7.317578214,14.48845677,18.68492392
Main,F5,NSD,male,2.54,5.021197639,9.315907699,15.98971417
Main,F5,NSD,male,2.43,6.884130404,13.91227563,14.22050095
Main,F5,NSD,male,2.36,7.058566485,14.72690569,11.66144413
Main,F5,NSD,male,2.54,6.10916733,10.22834617,13.46480643
Main,F5,NSD,male,2.45,6.533981137,12.05016406,15.76787346
Main,F5,NSD,male,2.51,8.174892368,11.49676555,20.04244457
Main,F5,NSD,male,2.5,8.240520815,10.10042502,18.78730601
Main,F5,NSD,female,3.55,10.97046117,16.53162838,33.94544443
Main,F5,NSD,female,3.52,11.54071637,7.865149152,22.31663584
Main,F5,NSD,female,3.81,12.03588546,21.4172823,31.06327598
Main,F5,NSD,female,3.69,9.660853745,24.2330303,16.31098383
Main,F5,NSD,female,3.58,8.343291921,8.813038098,13.23122334
Main,F5,NSD,female,3.52,10.54754536,22.00563873,22.27515155
Main,F5,NSD,female,3.66,14.51387303,20.30989727,19.62817404
Main,F5,NSD,female,3.57,10.11495291,14.92376974,19.33265991
Main,F5,NSD,female,3.31,7.538967552,13.09928692,15.99158347
Main,F5,NSD,female,3.49,8.541853598,16.33422378,14.01938196
Main,F5,NSD,female,3.79,9.460040048,13.96112641,23.50623168
Main,F5,NSD,female,3.59,9.072327454,22.25353765,25.7575844
Main,F5,NSD,female,3.66,12.97787771,17.75889391,23.50757987
Main,F5,NSD,female,3.57,8.406476867,10.57659713,14.97415058
Main,F5,NSD,female,3.88,10.23944558,20.98733964,36.7610857
Main,F5,NSD,female,3.88,13.4334279,16.74290144,29.43700634
Main,F5,NSD,female,3.42,10.70290446,15.35724369,18.82814738
Main,F5,NSD,female,3.72,9.796786161,19.69583214,28.85453971
Main,F5,NSD,female,3.39,8.805820825,13.62934304,6.096871685
Main,F5,NSD,female,3.61,14.75003355,2.628163295,30.40709338
Main,F5,NSD,female,3.53,11.13675841,21.20863812,31.18031027
Main,F5,NSD,female,3.65,12.21253702,25.83793393,30.44969122
Main,F5,NSD,female,3.76,12.82523969,16.35155757,24.60129686
Main,F5,NSD,female,3.65,13.16948647,19.11401007,39.58887596
Main,F5,NSD,female,3.74,11.99930063,9.959506295,31.45681321
Main,F5,NSD,female,3.78,10.08922967,16.25970528,45.97921867
Main,F5,NSD,female,3.67,13.09886832,18.86978253,36.39092447
Main,F5,NSD,female,3.41,9.004104897,10.04178175,21.80531503
Main,F5,NSD,female,3.86,14.12654776,20.10486834,46.53952529
Main,F5,NSD,female,3.58,15.10107864,19.59120191,29.76189334
Main,F5,NSD,female,3.94,11.81199212,21.04939932,37.0102023
Main,F5,NSD,female,3.81,12.93206852,28.53347971,47.99823921
Main,F5,NSD,female,3.77,8.530020893,13.42247247,32.61557857
Main,F5,NSD,female,3.76,12.45823772,17.44443966,41.02792462
Main,F5,NSD,female,3.75,10.85042588,15.10025934,30.48010657
Main,F5,NSD,female,3.47,9.414376811,11.30375349,17.76432733
Main,F5,NSD,female,3.31,13.83748019,6.622010273,18.9791976
Main,F5,NSD,female,3.75,8.351011014,16.81464158,34.29302508
Main,F5,NSD,female,3.93,15.38160345,23.37293737,45.85131567
Main,F5,NSD,female,3.69,11.39639261,19.10590661,38.19167446
Main,F5,NSD,female,3.76,13.6048153,24.96917975,28.88709313
Main,F5,NSD,female,3.65,13.16889837,19.01900345,37.47548676
Main,F5,NSD,female,3.83,8.801205487,14.00140823,38.11016147
Main,F5,NSD,female,3.64,7.32866105,10.59193733,27.27963937
Main,F5,LSD,male,2.55,10.47418012,10.77464658,15.96587806
Main,F5,LSD,male,2.6,10.26519416,12.98319742,13.12039831
Main,F5,LSD,male,2.64,9.999797124,13.11570157,22.19328999
Main,F5,LSD,male,2.61,7.531081694,11.97399027,11.11322539
Main,F5,LSD,male,2.38,8.08442298,11.66492248,17.02743808
Main,F5,LSD,male,2.66,8.815253665,14.18062936,14.96276943
Main,F5,LSD,male,2.57,8.611637881,13.71420791,13.62520945
Main,F5,LSD,male,2.43,6.771668255,11.1061677,10.81277322
Main,F5,LSD,male,2.66,7.880078024,19.11678699,12.35925641
Main,F5,LSD,male,2.49,7.990085393,14.75332241,16.35158101
Main,F5,LSD,male,2.47,9.463217319,12.03243067,15.45831309
Main,F5,LSD,male,2.56,10.40030207,11.67152026,14.92968011
Main,F5,LSD,male,2.55,8.853329846,14.07930292,11.55611604
Main,F5,LSD,male,2.29,7.348537286,13.04780149,11.27601005
Main,F5,LSD,male,2.68,9.499360341,14.22180889,11.28346073
Main,F5,LSD,male,2.6,7.652216298,12.62588309,15.21452554
Main,F5,LSD,male,2.33,7.368116509,11.41315158,11.68095348
Main,F5,LSD,male,2.63,8.609530012,18.90489142,15.17804892
Main,F5,LSD,male,2.66,9.168138276,12.39137753,15.376629
Main,F5,LSD,male,2.61,8.654198988,14.76959294,16.88293525
Main,F5,LSD,male,2.58,6.884626447,13.01353942,19.77185763
Main,F5,LSD,male,2.55,7.984598752,15.77502475,19.86827438
Main,F5,LSD,male,2.53,8.405448602,15.0530043,29.91850037
Main,F5,LSD,male,2.49,7.639383534,10.06069382,16.60352544
Main,F5,LSD,male,2.48,7.659598851,11.80666964,30.59482592
Main,F5,LSD,male,2.51,7.963116207,12.04900228,22.76035196
Main,F5,LSD,male,2.62,7.432823244,10.66226711,22.75733442
Main,F5,LSD,male,2.61,7.662826109,9.295966665,17.66931273
Main,F5,LSD,male,2.65,6.820683392,11.12392888,16.58394015
Main,F5,LSD,male,2.52,5.716788203,9.777603427,10.87200694
Main,F5,LSD,male,2.55,7.845127427,9.77712509,17.90014494
Main,F5,LSD,male,2.57,6.703536482,13.03145186,21.87204411
Main,F5,LSD,male,2.63,9.578317109,13.53010184,20.457731
Main,F5,LSD,male,2.61,8.590079766,11.6580429,14.89546816
Main,F5,LSD,male,2.57,7.809726233,21.84879481,16.55277953
Main,F5,LSD,male,2.53,8.305201229,12.02037932,17.30269347
Main,F5,LSD,male,2.49,6.745479295,10.83317023,14.62634593
Main,F5,LSD,male,2.41,5.775264207,9.659680591,16.63398546
Main,F5,LSD,male,2.5,6.471831702,9.429755041,23.89662826
Main,F5,LSD,male,2.89,6.218771864,9.451010112,16.82183573
Main,F5,LSD,male,2.68,5.81253172,0.519171762,13.20032904
Main,F5,LSD,male,2.3,6.498979733,12.04785341,14.64638692
Main,F5,LSD,male,2.66,8.000639997,10.76648412,16.57992513
Main,F5,LSD,male,2.36,7.023139505,12.02040962,19.54081505
Main,F5,LSD,female,3.67,8.869069328,13.7969812,27.01744203
Main,F5,LSD,female,3.71,12.94306608,12.19240394,21.61149974
Main,F5,LSD,female,3.66,10.85736241,5.973452196,25.13723853
Main,F5,LSD,female,3.49,7.339139295,16.54710887,15.20272818
Main,F5,LSD,female,3.61,7.968203477,10.47998824,15.99886685
Main,F5,LSD,female,3.54,12.03323437,13.47164009,21.21009445
Main,F5,LSD,female,3.62,14.10998118,20.89128697,21.92427559
Main,F5,LSD,female,3.78,9.451211496,16.36015982,26.88615107
Main,F5,LSD,female,3.31,10.79344319,11.97989528,9.610724303
Main,F5,LSD,female,3.39,15.99344351,5.224383029,35.05258008
Main,F5,LSD,female,3.78,11.37734134,17.58528971,20.17149045
Main,F5,LSD,female,3.63,10.76853731,16.97524025,16.6329376
Main,F5,LSD,female,3.68,9.787182768,8.069953754,17.15631161
Main,F5,LSD,female,3.43,8.46154205,15.72902965,19.74601054
Main,F5,LSD,female,3.9,10.48917913,19.96130347,27.02652598
Main,F5,LSD,female,3.54,8.435373179,16.02449831,18.4533214
Main,F5,LSD,female,3.63,8.411624368,19.06307302,23.05940175
Main,F5,LSD,female,3.44,6.133868073,15.57780919,12.99558567
Main,F5,LSD,female,3.46,4.414003613,20.55127121,33.24147055
Main,F5,LSD,female,3.34,6.545261506,9.00145127,7.977409919
Main,F5,LSD,female,3.48,11.4413068,23.09394809,20.69370985
Main,F5,LSD,female,3.34,13.58925879,7.222758319,18.66274768
Main,F5,LSD,female,3.66,13.98297561,17.37561892,40.81532116
Main,F5,LSD,female,3.57,10.52631221,19.39994047,43.88900927
Main,F5,LSD,female,3.74,10.98957844,15.37017588,31.63035821
Main,F5,LSD,female,3.43,7.601714587,13.09678555,31.20898167
Main,F5,LSD,female,3.67,8.911746231,13.79811051,26.92185426
Main,F5,LSD,female,3.44,12.5220287,19.00978556,25.58377461
Main,F5,LSD,female,3.49,4.380076634,7.522033276,9.426668993
Main,F5,LSD,female,3.54,7.902939506,21.75965479,34.93700088
Main,F5,LSD,female,3.44,7.658048303,11.01746402,13.79476186
Main,F5,LSD,female,3.55,9.986941133,14.98797591,23.66313321
Main,F5,LSD,female,3.5,14.50484406,15.61376398,42.4743542
Main,F5,LSD,female,3.74,9.544903146,14.05876528,27.96829889
Main,F5,LSD,female,3.71,11.84462889,17.25173881,47.47910793
Main,F5,LSD,female,3.34,6.434612262,12.28596194,21.91989098
Main,F5,LSD,female,3.68,9.905600726,13.77265275,20.46994044
Main,F5,LSD,female,3.67,12.88838772,15.87727358,40.82943727
Main,F5,LSD,female,3.62,8.777257355,20.29655322,47.96457942
Main,F5,LSD,female,3.31,11.61737276,21.7408417,33.86066381
Main,F5,LSD,female,3.54,9.97058403,17.23858918,33.53755073
Main,F5,LSD,female,3.49,8.732008512,19.59685972,38.96583522
Main,F5,LSD,female,3.78,11.59365579,20.24185567,40.51564707
Main,F5,LSD,female,3.65,10.71607148,17.84013427,45.47037596
Main,F5,HSD,male,2.55,6.669523818,14.39245894,21.53992044
Main,F5,HSD,male,2.51,7.695559642,16.46833034,22.26164776
Main,F5,HSD,male,2.43,8.336679414,17.7644875,12.38030413
Main,F5,HSD,male,2.33,5.019102682,16.00623467,15.80066077
Main,F5,HSD,male,2.55,4.767870904,11.0809912,14.69324433
Main,F5,HSD,male,2.43,7.899335393,13.98228668,18.85759925
Main,F5,HSD,male,2.47,6.302935833,13.56174857,13.80607697
Main,F5,HSD,male,2.38,7.943585234,12.74048625,12.49209393
Main,F5,HSD,male,2.47,7.193898571,13.04663247,15.40839116
Main,F5,HSD,male,2.51,7.386825982,11.74537269,15.81797719
Main,F5,HSD,male,2.49,8.267429963,13.75294908,20.12989192
Main,F5,HSD,male,2.35,8.317957022,12.77024075,17.24752896
Main,F5,HSD,male,2.54,8.181739754,17.27480913,14.44321906
Main,F5,HSD,male,2.59,9.514590035,13.93016566,22.76615933
Main,F5,HSD,male,2.31,8.616342202,11.45726797,8.77225636
Main,F5,HSD,male,2.44,9.564089253,12.57002092,21.25117161
Main,F5,HSD,male,2.43,7.554208895,13.69826322,14.01846248
Main,F5,HSD,male,2.63,9.765677019,15.64592912,28.34588956
Main,F5,HSD,male,2.37,7.424850456,11.35062351,14.13302271
Main,F5,HSD,male,2.44,8.321173128,12.26637081,13.93009322
Main,F5,HSD,male,2.44,8.122520927,13.40650425,21.73381792
Main,F5,HSD,male,2.47,10.615971,10.73497245,27.06461277
Main,F5,HSD,male,2.54,4.005608863,8.375842289,14.24292417
Main,F5,HSD,male,2.46,8.142764025,9.92635523,22.60687035
Main,F5,HSD,male,2.41,6.778705327,9.974172889,15.90295402
Main,F5,HSD,male,2.63,7.045000374,10.67611122,20.43942008
Main,F5,HSD,male,2.43,8.458331029,7.442871392,20.33184391
Main,F5,HSD,male,2.4,7.766575367,13.41375376,25.59470157
Main,F5,HSD,male,2.43,5.671538224,10.45284066,25.92816942
Main,F5,HSD,male,2.21,3.215110358,5.691036549,14.45798045
Main,F5,HSD,male,2.48,7.084616539,11.2819832,21.33358692
Main,F5,HSD,male,2.45,7.722785415,16.10582288,18.83460254
Main,F5,HSD,male,2.58,6.187533468,12.06457048,13.34908366
Main,F5,HSD,male,2.39,7.162746619,10.32608245,16.5498503
Main,F5,HSD,male,2.55,6.714297461,10.61719075,19.87816472
Main,F5,HSD,male,2.53,8.176445381,12.49638907,23.65714516
Main,F5,HSD,male,2.49,8.352529863,10.27651564,23.85454559
Main,F5,HSD,male,2.58,6.606132391,7.51993311,27.1554951
Main,F5,HSD,male,2.53,9.618279524,10.26654675,22.05202251
Main,F5,HSD,male,2.41,7.499168465,11.14146732,19.53237175
Main,F5,HSD,male,2.41,6.71629743,9.762838564,19.21276592
Main,F5,HSD,male,2.43,7.874399552,11.49877367,24.05463409
Main,F5,HSD,male,2.57,8.750860357,11.77910865,26.7313424
Main,F5,HSD,male,2.57,8.394621016,7.593803244,22.19736403
Main,F5,HSD,female,3.34,7.087985861,9.873200979,13.86098986
Main,F5,HSD,female,3.62,8.696432963,14.85424873,12.71696524
Main,F5,HSD,female,3.29,7.300958834,13.88809939,12.03384501
Main,F5,HSD,female,3.38,5.936313811,23.09096116,22.38938405
Main,F5,HSD,female,3.57,7.586163724,17.89305106,35.21410396
Main,F5,HSD,female,3.31,10.78659001,19.01129849,23.25123735
Main,F5,HSD,female,3.41,8.971589164,12.85011406,16.84161077
Main,F5,HSD,female,3.3,7.109894984,14.84646809,15.85603372
Main,F5,HSD,female,3.6,7.38046989,17.81896177,24.73755538
Main,F5,HSD,female,3.47,8.312060442,13.58867474,19.72797681
Main,F5,HSD,female,3.2,7.889259506,12.37180949,15.33724683
Main,F5,HSD,female,3.16,7.136589225,13.59033475,12.64053646
Main,F5,HSD,female,3.53,6.688937805,8.229313079,10.5352684
Main,F5,HSD,female,3.16,8.465584996,12.13425043,14.71699429
Main,F5,HSD,female,3.39,9.53795319,12.63422132,12.21004251
Main,F5,HSD,female,3.47,8.005907687,12.01655591,18.22575598
Main,F5,HSD,female,3.65,9.476587152,16.46630932,17.68668
Main,F5,HSD,female,3.44,6.29782297,5.374189734,5.874145301
Main,F5,HSD,female,3.44,13.04761594,6.477193713,14.84256821
Main,F5,HSD,female,3.42,7.984135358,14.54534829,12.72030886
Main,F5,HSD,female,3.72,8.014395759,17.96823055,24.65977629
Main,F5,HSD,female,3.75,8.521456177,14.46604765,19.58834857
Main,F5,HSD,female,3.63,8.854168482,16.60144546,24.017375
Main,F5,HSD,female,3.73,11.04035457,11.15679282,18.65073493
Main,F5,HSD,female,3.67,10.75036191,13.34048638,18.95482295
Main,F5,HSD,female,3.64,10.71380078,8.708541849,20.89587272
Main,F5,HSD,female,3.61,10.92324659,14.10696618,31.99963161
Main,F5,HSD,female,3.54,10.0915311,15.57873464,23.71356455
Main,F5,HSD,female,3.85,9.695371189,11.71730645,37.99637982
Main,F5,HSD,female,3.55,8.841087188,11.14189654,22.95499337
Main,F5,HSD,female,3.69,8.797345352,11.68928947,22.67097863
Main,F5,HSD,female,3.53,9.828955803,14.32225487,39.56767411
Main,F5,HSD,female,3.63,6.216971858,9.317907581,19.03238074
Main,F5,HSD,female,3.54,9.03710929,8.284558037,14.29673825
Main,F5,HSD,female,3.43,7.710584476,8.239789532,15.71536737
Main,F5,HSD,female,3.5,10.50221698,11.6109809,22.92704118
Main,F5,HSD,female,3.84,13.74566799,15.63170167,30.5041025
Main,F5,HSD,female,3.42,7.207462614,12.73210505,25.28434583
Main,F5,HSD,female,3.57,10.69535251,12.35408963,19.90337884
Main,F5,HSD,female,3.53,9.821921298,13.7090675,19.19674356
Main,F5,HSD,female,3.4,9.650925156,8.960965217,18.63110866
Main,F5,HSD,female,3.84,10.61150264,9.644655184,33.453993
Main,F5,HSD,female,3.36,9.265307552,15.86814904,21.38995307
Main,F5,HSD,female,3.55,8.254883385,7.734905541,15.18286178
Main,F5,CD,male,2.44,8.379211688,10.88919927,11.76493179
Main,F5,CD,male,2.59,7.832631385,13.01997996,28.16019363
Main,F5,CD,male,2.35,6.99215012,12.81399797,17.31151621
Main,F5,CD,male,2.56,8.296092919,13.40250331,22.00381771
Main,F5,CD,male,2.61,8.007495529,12.81869416,18.49797748
Main,F5,CD,male,2.5,7.049192407,18.36164764,15.52195586
Main,F5,CD,male,2.49,8.113910187,15.12998109,18.50751343
Main,F5,CD,male,2.52,8.931498514,15.21979627,21.77404419
Main,F5,CD,male,2.5,10.22240922,13.66942658,29.89056023
Main,F5,CD,male,2.73,8.110029835,12.78422146,24.58574639
Main,F5,CD,male,2.41,8.353605307,10.88119613,20.1497771
Main,F5,CD,male,2.49,7.633420336,11.51922578,18.28821304
Main,F5,CD,male,2.44,8.261870064,13.81929976,23.33208422
Main,F5,CD,male,2.44,9.421408058,12.96541638,23.06305905
Main,F5,CD,male,2.5,9.812337935,16.13969408,17.04516929
Main,F5,CD,male,2.53,10.20065629,13.23508277,23.51427492
Main,F5,CD,male,2.34,6.896487639,13.28043213,19.09081766
Main,F5,CD,male,2.34,7.643266874,12.99320309,19.82829672
Main,F5,CD,male,2.48,8.129024256,11.6901464,16.93418487
Main,F5,CD,male,2.48,8.213935258,12.66931186,13.74920008
Main,F5,CD,male,2.54,9.04074469,14.49270559,26.44997861
Main,F5,CD,male,2.56,9.141376371,13.33883301,32.82600484
Main,F5,CD,male,2.56,7.909909664,13.94243015,17.96138553
Main,F5,CD,male,2.63,5.889993411,12.59009528,22.52256469
Main,F5,CD,male,2.34,5.494657685,8.608249162,14.17172689
Main,F5,CD,male,2.5,8.581187924,13.88156011,32.61219815
Main,F5,CD,male,2.38,6.768411499,8.65512212,17.54842467
Main,F5,CD,male,2.5,6.203972189,12.07051365,20.00702159
Main,F5,CD,male,2.46,6.640667838,12.02372167,27.21613682
Main,F5,CD,male,2.58,7.584443049,12.38227326,24.00095628
Main,F5,CD,male,2.4,8.874677122,14.0968396,26.99098933
Main,F5,CD,male,2.57,7.462982014,8.140451413,31.40914335
Main,F5,CD,male,2.52,7.045312637,8.460577962,25.17849036
Main,F5,CD,male,2.53,5.632666767,9.918868818,17.94648963
Main,F5,CD,male,2.41,7.108452538,12.50916843,24.34322034
Main,F5,CD,male,2.37,6.808932689,17.26876596,16.31960358
Main,F5,CD,male,2.44,7.727941836,10.69369685,26.8556755
Main,F5,CD,male,2.54,8.732203509,8.46419706,22.18270777
Main,F5,CD,male,2.43,7.290249473,7.460195895,19.53387873
Main,F5,CD,male,2.49,5.702561092,10.69923458,21.13716939
Main,F5,CD,male,2.49,5.105365126,10.07233887,11.94287744
Main,F5,CD,male,2.57,6.466740855,11.81843605,17.83220249
Main,F5,CD,male,2.41,6.519018344,12.0919926,22.96036719
Main,F5,CD,male,2.5,5.638134707,12.53035639,17.94297132
Main,F5,CD,female,3.69,10.27323216,15.73746014,22.46338126
Main,F5,CD,female,3.5,4.251155831,16.26283353,19.53018978
Main,F5,CD,female,3.2,6.48894759,9.482072801,15.57437867
Main,F5,CD,female,3.58,8.366047613,15.30241775,21.82853847
Main,F5,CD,female,3.75,10.31109132,19.61467346,27.38809789
Main,F5,CD,female,3.58,9.167254177,19.33111907,26.48674996
Main,F5,CD,female,3.7,12.96821153,19.6005814,14.13358149
Main,F5,CD,female,3.39,9.401705121,15.70468857,10.4478672
Main,F5,CD,female,3.4,10.29820778,19.6970391,16.54399268
Main,F5,CD,female,3.64,8.559793366,23.82077708,9.782645623
Main,F5,CD,female,3.48,10.73685715,2.878766626,14.54421292
Main,F5,CD,female,3.51,7.463381307,14.13333763,24.36956895
Main,F5,CD,female,3.26,6.447057637,19.20982117,18.43072334
Main,F5,CD,female,3.32,8.125519401,15.39048864,29.22962378
Main,F5,CD,female,3.61,8.239852753,15.7660651,22.93498256
Main,F5,CD,female,3.39,6.458158659,10.61953657,11.38275429
Main,F5,CD,female,3.54,9.12065107,16.14044624,19.7271753
Main,F5,CD,female,3.79,13.566042,9.509212755,35.11819284
Main,F5,CD,female,3.62,10.00756,21.65389439,23.82085042
Main,F5,CD,female,3.6,8.119056714,7.632348092,8.37648155
Main,F5,CD,female,3.8,9.663016137,19.12724044,31.13788125
Main,F5,CD,female,3.42,8.413416658,15.73269981,20.79377044
Main,F5,CD,female,3.65,11.82073035,16.72989765,29.05738683
Main,F5,CD,female,3.45,5.503515012,6.423035051,13.67836048
Main,F5,CD,female,3.42,5.988686668,10.73122298,17.14599679
Main,F5,CD,female,3.73,11.71674341,18.91249743,43.66076773
Main,F5,CD,female,3.7,10.84479317,19.10872063,52.05636981
Main,F5,CD,female,3.47,9.000468246,12.74637004,34.54058284
Main,F5,CD,female,3.71,15.83639111,23.01142133,50.19566001
Main,F5,CD,female,3.49,11.0368494,13.76087768,42.92119836
Main,F5,CD,female,3.63,15.16521763,17.84103941,35.09835211
Main,F5,CD,female,3.54,7.831593369,13.1168252,42.29312466
Main,F5,CD,female,3.5,8.339115238,11.91583858,20.72504328
Main,F5,CD,female,3.77,11.38876737,13.0697784,24.71933587
Main,F5,CD,female,3.59,12.31478041,16.01806455,38.78648233
Main,F5,CD,female,3.33,8.508220963,18.53777985,34.11841799
Main,F5,CD,female,3.39,10.30110855,15.23323085,21.15507423
Main,F5,CD,female,3.29,10.02831671,14.09543413,20.57019433
Main,F5,CD,female,3.54,7.186895032,8.985957115,22.12558897
Main,F5,CD,female,3.47,9.835125536,9.729990215,29.23468904
Main,F5,CD,female,3.86,10.97467085,14.49913906,27.72288159
Main,F5,CD,female,3.72,10.85271047,14.16363027,38.13212193
Main,F5,CD,female,3.65,11.19199707,17.75765801,36.89763255
Main,F5,CD,female,3.81,10.53504706,14.25202432,26.24823011
Pilot,F0,NSD,male,1.81,0.004488317,1.631369393,4.427701226
Pilot,F0,NSD,male,2.44,1.847806289,0,1.726540116
Pilot,F0,NSD,male,2.25,0.004488317,7.210669623,3.636968266
Pilot,F0,NSD,male,2.25,0.004488317,2.077195135,2.985504361
Pilot,F0,NSD,male,2.11,0.59130342,0.068821226,6.172798525
Pilot,F0,NSD,male,2.19,0,3.871587097,3.740699634
Pilot,F0,NSD,male,2.27,3.683615838,3.641408066,0.748573704
Pilot,F0,NSD,male,1.99,0.004488317,0.230735143,0.697223861
Pilot,F0,LSD,male,2.47,12.39158509,0.700477791,26.21135609
Pilot,F0,LSD,male,2.33,7.649649607,13.46141863,28.13767146
Pilot,F0,LSD,male,2.18,6.198036704,13.23596259,12.9505596
Pilot,F0,LSD,male,2.47,8.939972188,-8.932021455,31.87675773
Pilot,F0,LSD,male,2.23,6.327068962,12.52788842,23.06488984
Pilot,F0,LSD,male,2.18,8.036746381,9.975542746,12.42620553
Pilot,F0,LSD,male,2.36,9.681907672,21.00786124,22.78851852
