Generation,Treatment,Sex,SampleNo,Sugar.Weight,Glucose,Trehalose,Glycogen,Fat.Weight,TAG,DAG,Fit.Weight,Fitness
F4,LSD,male,43,2.45,5.245218577,6.593833349,9.748054872,2.81,51.25220445,23.88354706,NA,NA
F4,LSD,male,44,NA,0,0,0,2.56,68.82075256,26.16268355,NA,NA
F4,LSD,female,1,3.61,8.792207472,11.45022514,7.05834277,3.85,74.06413439,54.52194628,1.05,76
F4,LSD,female,2,3.5,7.97319355,12.89864077,18.69207159,3.66,89.75408737,69.04089337,0.95,22
F4,LSD,female,3,3.56,6.422749917,19.24884278,27.60080812,3.7,83.86555911,51.94219246,1.18,127
F4,LSD,female,4,3.59,6.636395806,13.29606488,18.91372858,3.78,76.83351247,42.17237451,0.99,0
F4,LSD,female,5,3.67,7.635962205,17.00554592,26.36560675,3.46,105.8554276,56.13049805,1.11,193
F4,LSD,female,6,3.3,8.582437248,13.54305281,12.56644477,3.51,91.55046777,57.83979278,1.29,98
F4,LSD,female,7,3.49,9.577797156,17.88297372,19.84269194,3.64,58.3112422,48.50525739,1.13,99
F4,LSD,female,8,3.75,9.165235337,15.54798578,39.36970382,3.88,86.7970278,48.66866135,1.16,114
F4,LSD,female,9,3.4,8.687123944,15.24768707,17.15693157,3.81,63.26164775,42.2381234,1.07,5
F4,LSD,female,10,3.75,6.614521834,17.89459658,30.43182052,3.92,80.53687569,41.4933291,1.4,207
F4,LSD,female,11,3.63,10.30945265,16.81613527,24.01405726,3.88,78.99686543,58.37290914,0.97,1
F4,LSD,female,12,3.23,7.611574497,17.68418692,10.38751189,3.67,43.52414373,31.9243338,1.03,74
F4,LSD,female,13,3.67,10.13587928,15.50524316,24.56782447,3.77,94.36045462,53.10869241,1.14,105
F4,LSD,female,14,3.51,9.568192072,14.13598898,17.99151917,3.54,66.19494993,44.66349824,1.01,14
F4,LSD,female,15,3.64,7.556347802,15.37520096,21.46676613,3.7,97.98648335,48.34365842,1.35,151
F4,LSD,female,16,3.72,10.54702367,15.071253,31.73795982,3.62,81.13450042,43.03888611,1.34,197
F4,LSD,female,17,3.67,9.326357673,16.82537447,22.10616304,3.75,77.17295981,50.53317219,0.99,14
F4,LSD,female,18,3.62,11.51018125,21.0845769,45.73897201,3.98,88.67927094,58.08520259,1.07,51
F4,LSD,female,19,3.71,9.998100464,15.97201977,23.36399699,3.76,67.60310788,45.50558072,0.99,6
F4,LSD,female,20,3.42,9.420876683,14.99789025,26.69294772,3.76,87.85301329,65.37184473,1.18,150
F4,LSD,female,21,3.25,6.483494581,14.29056292,13.81153391,3.8,73.82080587,68.31982309,1.16,89
F4,LSD,female,22,3.44,10.83682583,11.84144298,9.260305927,3.53,61.53102612,53.15205272,1.2,128
F4,LSD,female,23,3.56,11.36210389,18.83631043,31.57929033,3.71,78.0658051,51.60183916,1.22,85
F4,LSD,female,24,3.7,10.90328763,12.53351825,29.28965096,3.72,62.50931718,39.79079707,0.91,64
F4,LSD,female,25,3.7,10.29077347,15.47509856,30.82258932,3.4,61.17648406,31.82696746,1.11,38
F4,LSD,female,26,3.34,7.26087737,11.86750043,24.53957531,3.36,61.25131598,40.94343343,1.21,200
F4,LSD,female,27,3.78,8.099960355,15.55825614,31.56378416,3.81,73.90444761,50.56418714,0.99,5
F4,LSD,female,28,3.54,11.10522092,12.54326231,26.45758985,3.62,66.69454401,47.70699035,1.25,211
F4,LSD,female,29,3.6,12.30371652,19.09894194,36.36314692,3.42,72.19221594,44.5597662,1.25,147
F4,LSD,female,30,3.66,9.826561006,10.36993904,18.72815971,3.56,53.94258905,36.38396802,1.16,96
F4,LSD,female,31,3.7,12.10562775,17.38289216,35.89759104,3.54,84.43851572,49.87128092,NA,NA
F4,LSD,female,32,3.46,9.151971083,12.18263585,23.2771683,3.98,94.4290348,57.8956958,NA,NA
F4,LSD,female,33,3.52,11.98168698,15.58460153,27.83828356,3.86,71.97480477,42.49453485,NA,NA
F4,LSD,female,34,3.59,13.58539898,16.79792748,29.72442227,3.64,64.78211422,47.97636905,NA,NA
F4,LSD,female,35,3.65,10.05549388,14.90895137,27.93587151,3.63,69.77913888,35.13690824,NA,NA
F4,LSD,female,36,3.46,9.549119516,10.6230731,17.01148058,3.74,79.56517448,50.12489909,NA,NA
F4,LSD,female,37,3.47,12.55069325,18.90572298,33.42070766,3.67,84.77858736,37.02260884,NA,NA
F4,LSD,female,38,3.7,10.90313225,12.63639759,26.80106942,3.98,87.55928195,46.33244501,NA,NA
F4,LSD,female,39,3.64,11.02618322,12.77579188,19.90563005,3.68,90.45181832,44.8188647,NA,NA
F4,LSD,female,40,3.43,10.43722636,12.31562212,19.96737679,3.92,85.1124145,41.74804607,NA,NA
F4,LSD,female,41,3.76,9.554073815,17.22517859,38.43242399,3.82,111.7373341,53.91639351,NA,NA
F4,LSD,female,42,3.65,15.72329957,22.66994017,36.05810821,3.83,12.04638543,60.65185,NA,NA
F4,LSD,female,43,3.69,10.51026396,13.61148945,21.53701169,3.68,93.01453465,38.82827228,NA,NA
F4,LSD,female,44,3.52,12.47383663,15.25729106,26.88724234,3.55,68.37303925,46.50401945,NA,NA
F4,HSD,male,1,2.51,4.085155106,12.57303602,13.65814948,2.45,31.63672461,13.84662284,NA,NA
F4,HSD,male,2,2.58,5.585940704,9.974946503,22.5320082,2.51,24.0607306,14.55233551,NA,NA
F4,HSD,male,3,2.62,5.649695153,9.980586104,16.76451442,2.4,37.55108096,23.17492909,NA,NA
F4,HSD,male,4,2.58,5.836759815,6.620682795,17.5224056,2.48,36.59336954,24.36494289,NA,NA
F4,HSD,male,5,2.51,5.612690292,5.759322577,15.01446199,2.55,30.98713861,23.35848743,NA,NA
F4,HSD,male,6,2.5,6.201965251,11.87731323,20.90033698,2.46,29.7848794,20.80957564,NA,NA
F4,HSD,male,7,2.51,3.956819346,5.81633451,11.53256706,2.5,43.44036681,30.48025153,NA,NA
F4,HSD,male,8,2.56,4.539409376,9.328284544,13.67098529,2.56,37.14016168,30.82222844,NA,NA
F4,HSD,male,9,2.48,4.338175331,8.225412016,13.48155134,2.56,36.05132666,27.10276311,NA,NA
F4,HSD,male,10,2.48,7.23259416,8.068355322,14.17015216,2.6,18.82362943,17.04576014,NA,NA
F4,HSD,male,11,2.57,5.97538523,12.23763337,20.90970172,2.57,44.36176019,32.83723593,NA,NA
F4,HSD,male,12,2.31,3.924392501,9.168001534,17.39334668,2.47,26.96161077,31.18385974,NA,NA
F4,HSD,male,13,2.43,6.560635071,13.23773286,21.48126016,2.52,26.66258974,26.60889073,NA,NA
F4,HSD,male,14,2.51,5.725618506,11.77621007,19.9342294,2.61,44.66885124,30.53130637,NA,NA
F4,HSD,male,15,2.42,5.949147417,8.458698605,15.4206945,2.52,37.15261009,39.44185678,NA,NA
F4,HSD,male,16,2.61,4.82097446,11.77181891,21.6425509,2.57,33.64557265,33.61548754,NA,NA
F4,HSD,male,17,2.61,6.79557838,11.82997854,20.7402326,2.49,62.50490351,44.14746257,NA,NA
F4,HSD,male,18,2.54,7.981462808,12.50864879,22.58817711,2.63,47.69801331,26.43568764,NA,NA
F4,HSD,male,19,2.46,3.914361497,9.666565179,16.53549722,2.54,36.08646775,24.06528747,NA,NA
F4,HSD,male,20,2.57,4.779343263,8.333952152,17.28687252,2.55,32.69347181,24.78537157,NA,NA
F4,HSD,male,21,2.65,5.790499361,9.484086701,19.30988589,2.56,33.3583862,27.06645856,NA,NA
F4,HSD,male,22,2.44,6.715445389,9.062713716,17.48173064,2.61,28.16344716,23.37521501,NA,NA
F4,HSD,male,23,2.57,5.246811171,8.932354435,10.69552998,2.63,52.97572382,35.61385813,NA,NA
F4,HSD,male,24,2.57,7.961600617,10.6124761,24.64743836,2.63,53.73915041,37.74897916,NA,NA
F4,HSD,male,25,2.41,6.533510673,11.30134939,14.10356521,2.57,44.12875472,43.93861897,NA,NA
F4,HSD,male,26,2.51,4.573459384,11.75841832,15.77370504,2.56,70.28232993,25.44359675,NA,NA
F4,HSD,male,27,2.5,4.041544804,9.728753605,11.50332976,2.37,33.06667008,24.61947422,NA,NA
F4,HSD,male,28,2.48,6.246693754,11.58641759,15.11834002,2.58,51.52310539,21.57223235,NA,NA
F4,HSD,male,29,2.52,4.982754669,8.395632723,16.98234786,2.52,55.99473892,53.48997724,NA,NA
F4,HSD,male,30,2.48,4.002286612,10.75290666,21.38725201,2.59,46.05106445,24.06625657,NA,NA
F4,HSD,male,31,2.48,6.277840349,8.094511044,18.62954419,2.42,41.58308201,24.22524625,NA,NA
F4,HSD,male,32,2.41,5.321483772,11.27987575,12.27667157,2.4,52.73255915,27.00460408,NA,NA
F4,HSD,male,33,2.4,6.959936971,9.913934986,15.07621542,2.52,34.04930047,20.78389697,NA,NA
F4,HSD,male,34,2.28,5.496467221,8.009537085,13.20816591,2.51,28.56344247,31.5198219,NA,NA
F4,HSD,male,35,2.58,6.149859231,11.4583905,19.11152062,2.67,55.82260393,30.71266591,NA,NA
F4,HSD,male,36,2.59,7.381914043,12.08402868,16.95800445,2.81,39.77116764,26.11540531,NA,NA
F4,HSD,male,37,2.44,6.203157864,8.75726543,13.73000851,2.57,42.42253947,24.20494713,NA,NA
F4,HSD,male,38,2.59,5.840844864,9.593140643,10.72495783,2.48,31.83641122,16.62853515,NA,NA
F4,HSD,male,39,2.41,7.029052279,8.13300008,11.31151722,2.37,42.99685108,17.04606588,NA,NA
F4,HSD,male,40,2.5,7.664278763,13.47286198,14.56617785,2.66,56.25793086,30.30038987,NA,NA
F4,HSD,male,41,2.46,6.491350448,11.22518348,13.66880555,2.68,69.10505032,40.96932129,NA,NA
F4,HSD,male,42,2.58,5.623802733,11.52975251,11.30788579,2.6,49.37602417,32.57885054,NA,NA
F4,HSD,male,43,NA,0,0,0,2.7,69.45447535,31.99096281,NA,NA
F4,HSD,male,44,NA,0,0,0,2.51,44.74867342,23.87092404,NA,NA
F4,HSD,female,1,3.72,6.784884614,7.763558321,7.367165443,3.65,69.03754235,63.36121282,1.1,121
F4,HSD,female,2,3.49,7.540101626,11.48587913,6.995056717,3.24,51.10903461,46.468036,1.02,59
F4,HSD,female,3,3.25,5.658177405,7.111723506,3.973745423,3.65,76.0884882,75.11697807,1.26,216
F4,HSD,female,4,3.41,7.991476399,13.5313526,21.49278976,3.54,59.36326724,52.7821278,1.25,196
F4,HSD,female,5,3.42,2.725986639,5.932695921,4.843360313,3.44,75.19241451,67.87795101,1.2,207
F4,HSD,female,6,3.63,8.04568363,14.73516849,14.48994054,3.67,70.69827111,69.83575655,1.31,252
F4,HSD,female,7,3.42,4.727069013,11.90316891,13.25190812,3.6,78.20765776,66.77929607,1.18,235
F4,HSD,female,8,3.27,3.619110984,7.937560726,8.141417134,3.57,67.09197478,51.37487213,1.02,8
F4,HSD,female,9,3.49,5.665856802,16.74032894,13.80226862,3.43,75.35857399,55.26312132,0.83,12
F4,HSD,female,10,3.47,6.255443057,13.53030699,17.20484382,3.5,75.6710129,57.64284572,1.19,196
F4,HSD,female,11,3.64,8.882589803,14.77569036,21.59709441,3.61,91.1875879,65.97697175,1.01,70
F4,HSD,female,12,3.27,6.308806867,17.06681101,16.14629987,3.59,71.87461104,52.7221867,0.77,0
F4,HSD,female,13,3.69,8.798719413,14.97021976,24.2632405,3.5,120.2532226,76.17140894,1.15,155
F4,HSD,female,14,3.44,8.550893383,17.45006272,24.81519909,3.59,88.58375029,53.05294656,1.3,225
F4,HSD,female,15,3.27,7.31623604,18.74549079,6.834544248,3.55,58.98023847,40.68734854,1.1,104
F4,HSD,female,16,3.58,5.33887073,9.915835549,12.89187813,3.47,80.71037124,56.03491459,1.03,101
F4,HSD,female,17,3.55,10.40446036,14.06774156,15.52159467,3.56,76.71023286,55.48239392,0.97,104
F4,HSD,female,18,3.54,8.019234114,9.008875968,10.22667012,3.61,73.067505,44.55230318,1.14,190
F4,HSD,female,19,3.67,7.945631782,16.27674168,29.49330525,3.35,47.6064837,25.96335632,0.9,57
F4,HSD,female,20,3.36,4.027131092,10.92619451,8.854551238,3.58,91.00159895,41.06977824,1.05,122
F4,HSD,female,21,3.31,5.499397093,15.6008595,14.51837305,3.78,99.23178795,50.89929168,1.01,0
F4,HSD,female,22,3.36,8.398450694,16.13822787,28.02449772,3.76,88.79160784,44.04546696,1.19,200
F4,HSD,female,23,3.52,6.845344482,11.25771928,24.53190773,3.7,76.02365446,30.53616766,1.1,103
F4,HSD,female,24,3.39,5.970372984,9.69796607,17.4279616,3.8,68.98633964,28.16367829,1.17,203
F4,HSD,female,25,3.39,8.59482064,17.48662761,32.6596044,3.61,80.79345979,38.48214809,1.19,173
F4,HSD,female,26,3.35,5.490636783,11.04043891,19.71748266,3.97,108.3579453,48.61952685,1.11,104
F4,HSD,female,27,3.14,1.601116444,9.127162268,13.57257998,3.85,96.71727095,53.40688559,1.15,125
F4,HSD,female,28,3.41,10.61437463,14.01758552,20.78625207,3.63,83.56395794,31.155461,1.08,223
F4,HSD,female,29,3.36,7.285670406,10.62174662,20.65774611,3.86,99.23987546,50.25612834,1.18,218
F4,HSD,female,30,3.55,5.152069538,15.13169041,27.61617006,3.59,76.4215851,27.82812047,1.3,296
F4,HSD,female,31,3.41,8.872139832,12.16634182,15.05687707,3.46,74.80588678,27.19127385,NA,NA
F4,HSD,female,32,3.59,4.973014632,12.21910485,22.78430152,3.71,101.1732049,42.55361406,NA,NA
F4,HSD,female,33,3.5,6.636700521,14.41565385,26.38759577,3.43,98.37618476,40.74314302,NA,NA
F4,HSD,female,34,3.23,5.278999947,10.17885134,29.20075326,3.75,82.77403219,37.25059775,NA,NA
F4,HSD,female,35,3.59,7.634426311,13.02120453,21.45817817,3.65,102.8014198,40.5949385,NA,NA
F4,HSD,female,36,3.57,10.47870895,16.67525516,28.24880478,3.9,119.6143346,48.73668653,NA,NA
F4,HSD,female,37,3.4,9.252130566,14.59656742,28.80948167,3.53,88.7584064,33.28765643,NA,NA
F4,HSD,female,38,3.49,6.345746445,12.60526866,28.24451514,3.25,66.06906811,26.90494985,NA,NA
F4,HSD,female,39,3.52,7.630618355,7.780405743,14.41129122,3.25,94.41469009,37.14115088,NA,NA
F4,HSD,female,40,3.4,9.957278584,15.72585866,30.2042262,3.63,124.6258269,37.64480805,NA,NA
F4,HSD,female,41,3.4,6.095821547,13.39071302,17.68507941,3.61,99.96936688,34.18383205,NA,NA
F4,HSD,female,42,3.65,7.199293364,12.19902561,23.82505789,3.72,83.27715115,32.38682769,NA,NA
F4,HSD,female,43,3.49,9.375536439,15.27239557,27.71272701,3.92,88.85720983,46.27257873,NA,NA
F4,HSD,female,44,3.41,5.146412143,8.577738866,12.10709215,3.61,71.63843109,24.96498004,NA,NA
F4,CD,male,1,2.56,7.003904036,16.46245435,24.28240291,2.79,16.36407535,17.07177764,NA,NA
F4,CD,male,2,2.25,2.996619534,4.097586715,11.40149075,2.55,16.86683905,21.7846641,NA,NA
F4,CD,male,3,2.52,6.110895186,7.826516594,24.62382869,2.46,32.94768608,25.9093047,NA,NA
F4,CD,male,4,2.56,6.544241219,7.975452444,19.72239679,2.36,28.13660451,23.75344255,NA,NA
F4,CD,male,5,2.33,5.648823213,10.32302052,21.94315629,2.6,27.10163105,23.60428591,NA,NA
F4,CD,male,6,2.34,5.462446488,8.494298735,16.13576142,2.45,34.74290555,23.81991973,NA,NA
F4,CD,male,7,2.41,5.452214186,8.997893133,15.000328,2.58,26.37127167,23.07677252,NA,NA
F4,CD,male,8,2.6,9.587713284,9.101099359,17.0407403,2.64,35.60459897,27.81361325,NA,NA
F4,CD,male,9,2.47,8.214553699,11.91660884,19.02323043,2.55,30.72434369,19.90565181,NA,NA
F4,CD,male,10,2.56,4.342469993,9.727172406,24.79709892,2.53,47.58107754,25.28091113,NA,NA
F4,CD,male,11,2.49,5.245125775,8.933080321,22.36745823,2.59,44.03977709,27.76619695,NA,NA
F4,CD,male,12,2.45,6.002065307,10.60090272,15.47383261,2.76,45.0659164,35.26202098,NA,NA
F4,CD,male,13,2.47,7.865576294,7.147393046,20.20085961,2.74,38.45459956,24.55995326,NA,NA
F4,CD,male,14,2.45,7.232777082,9.660045509,23.72030475,2.66,45.86592865,27.65537157,NA,NA
F4,CD,male,15,2.47,6.656655824,11.67170879,18.39038984,2.56,36.37694737,24.96881601,NA,NA
F4,CD,male,16,2.57,7.70644315,7.995774978,21.11674883,2.55,39.77266165,30.11077936,NA,NA
F4,CD,male,17,2.4,6.0753233,7.364847273,15.35924961,2.45,35.15052956,25.57077214,NA,NA
F4,CD,male,18,2.5,3.464445938,9.379806245,19.80351849,2.52,46.71437826,27.03156324,NA,NA
F4,CD,male,19,2.48,5.308058351,6.679317702,18.7818026,2.54,35.23479415,22.552602,NA,NA
F4,CD,male,20,2.57,6.43939237,9.555980357,26.43384608,2.54,56.24364243,26.47683856,NA,NA
F4,CD,male,21,2.42,5.466004405,9.938902768,17.32259965,2.47,40.49356783,19.99319953,NA,NA
F4,CD,male,22,2.55,5.851718814,12.02335446,22.11274048,2.54,44.56844255,24.15459198,NA,NA
F4,CD,male,23,2.57,7.438043852,13.28350562,17.60197995,2.71,42.91840792,22.16807299,NA,NA
F4,CD,male,24,2.5,6.403280299,12.90604747,21.76805152,2.6,60.34417539,26.11289422,NA,NA
F4,CD,male,25,2.49,6.825730855,10.94207531,26.17167446,2.62,68.08053275,30.94020715,NA,NA
F4,CD,male,26,2.34,6.574982684,7.679025983,11.06533377,2.56,32.09719107,21.95563049,NA,NA
F4,CD,male,27,2.55,6.535076874,13.21724758,13.59349708,2.7,65.9508291,22.76667849,NA,NA
F4,CD,male,28,2.55,7.009844863,11.02443246,27.32222001,2.72,50.8958185,24.00992001,NA,NA
F4,CD,male,29,2.55,8.710695439,13.76861873,30.96491423,2.57,60.05330178,26.95640158,NA,NA
F4,CD,male,30,2.47,8.426987574,12.08724302,20.91779105,2.55,57.07956939,23.30303362,NA,NA
F4,CD,male,31,2.54,8.986310872,14.41215145,20.89552743,2.32,45.47457087,20.16069334,NA,NA
F4,CD,male,32,2.43,6.417766521,13.46888291,26.78223599,2.45,56.5263148,20.99893983,NA,NA
F4,CD,male,33,2.47,7.165789583,13.31819476,25.53325904,2.35,46.99468316,19.28246932,NA,NA
F4,CD,male,34,2.7,8.079226674,12.06063653,12.72854005,2.46,48.66797939,23.11630777,NA,NA
F4,CD,male,35,2.6,5.745302909,8.797027725,16.3631194,2.41,52.16581875,20.20740855,NA,NA
F4,CD,male,36,2.36,8.684154144,7.682800166,10.12751062,2.61,48.77668933,23.40899101,NA,NA
F4,CD,male,37,2.64,8.593410297,12.61522098,21.45255869,2.58,55.63901453,21.47315901,NA,NA
F4,CD,male,38,2.42,7.501132027,8.808345037,14.81988771,2.29,34.50322574,16.3048526,NA,NA
F4,CD,male,39,2.49,5.666786728,10.02493623,15.53257047,2.51,48.16903894,19.50482171,NA,NA
F4,CD,male,40,2.47,5.751798733,9.723564911,15.51834299,2.4,58.13544106,19.23966759,NA,NA
F4,CD,male,41,NA,NA,NA,NA,2.51,42.47920379,24.63821127,NA,NA
F4,CD,male,42,NA,NA,NA,NA,2.62,59.28257706,31.12294726,NA,NA
F4,CD,male,43,NA,NA,NA,NA,2.65,33.53613619,15.54635299,NA,NA
F4,CD,male,44,NA,NA,NA,NA,2.55,39.12609028,20.56644685,NA,NA
F4,CD,female,1,3.55,10.0544674,14.84001131,23.58657723,3.79,58.54491187,71.8646846,1.08,5
F4,CD,female,2,3.54,5.279460358,10.84087813,23.00865485,3.74,50.11312858,50.62476038,1.31,84
F4,CD,female,3,3.41,5.746070074,14.53708034,19.25272847,3.53,24.46188984,34.18758887,1.23,169
F4,CD,female,4,3.32,8.748864003,15.2707528,29.30367164,3.72,45.24162766,70.16253181,1.26,176
F4,CD,female,5,3.86,9.93196283,20.04220737,38.26261795,3.85,63.86552134,62.84162198,1.4,145
F4,CD,female,6,3.6,7.264511541,13.24965879,9.635711075,3.66,36.91123222,42.85123358,1.04,30
F4,CD,female,7,3.63,11.25499995,18.23269787,24.38947904,3.89,48.09865213,70.92877442,1.07,14
F4,CD,female,8,3.64,6.042191212,10.14677725,13.27120865,3.96,43.9257233,66.70939715,0.93,1
F4,CD,female,9,3.64,12.9659705,17.79967933,24.84414782,3.55,54.91467114,75.90748921,1.34,129
F4,CD,female,10,3.72,10.01454193,11.30922055,20.03293175,3.71,54.30984709,59.21404133,1.37,115
F4,CD,female,11,3.51,7.82808639,10.53151298,7.743650717,3.59,48.46392532,81.03849842,1.19,71
F4,CD,female,12,3.66,7.332111812,12.47454206,16.123999,3.47,47.85370821,46.22339295,1.4,86
F4,CD,female,13,3.73,7.566090991,14.33529038,17.21666731,3.6,89.9067036,64.98628572,1.32,142
F4,CD,female,14,3.54,8.1676176,15.80499919,13.92517504,3.38,48.03855802,41.65318713,1,87
F4,CD,female,15,3.87,6.640149463,14.99207013,15.17926766,3.83,74.00907898,87.73345964,1.3,142
F4,CD,female,16,3.53,9.169474541,12.73896044,18.79535286,3.63,70.91253352,70.40413399,1.12,91
F4,CD,female,17,3.5,6.696237571,10.24963493,8.276217576,3.39,44.92819635,38.53964455,1.2,172
F4,CD,female,18,3.9,7.266808843,17.50356482,12.90159071,3.87,78.02271859,56.54521889,1.42,68
F4,CD,female,19,3.57,6.802835803,15.9388877,12.89277206,3.38,42.20293951,38.37483942,0.96,27
F4,CD,female,20,3.62,7.140410797,14.32709168,10.44102917,3.58,55.64509463,51.57375641,0.85,0
F4,CD,female,21,3.23,6.627293042,10.42111017,13.76439418,3.53,15.13796173,22.91205132,1.22,81
F4,CD,female,22,3.86,11.00317983,18.70548032,29.57105521,3.67,51.38537753,46.45551778,1.26,226
F4,CD,female,23,3.5,11.2837233,13.98643848,29.68907297,3.67,71.3969711,52.653771,1.14,69
F4,CD,female,24,3.38,4.543680786,6.64693799,21.03447265,3.97,62.87420571,50.77789633,0.92,0
F4,CD,female,25,3.54,11.20913836,12.48435388,26.30923097,3.76,59.61962232,36.13918872,1.17,78
F4,CD,female,26,3.57,8.642373409,15.79261962,29.75009027,3.51,70.02179766,39.19985364,1.24,155
F4,CD,female,27,3.56,8.952463304,9.737482429,17.15177766,3.97,91.91527725,53.75475707,1.18,32
F4,CD,female,28,3.44,7.652643615,16.66412251,21.12585654,3.6,71.13696218,43.32787481,1.04,104
F4,CD,female,29,3.52,9.746333611,15.17536155,38.53467278,3.67,66.89986785,36.65251344,1.23,28
F4,CD,female,30,3.37,10.42162748,18.08827867,23.07513593,3.82,73.43265497,45.72621369,1.32,192
F4,CD,female,31,3.74,12.08500274,19.20301519,26.61831477,3.73,84.37386696,40.7293174,NA,NA
F4,CD,female,32,3.59,7.387270048,11.01840512,26.98018299,3.36,87.26349049,31.24135805,NA,NA
F4,CD,female,33,3.39,4.622847539,9.343567623,18.97973653,3.55,81.61953599,38.84118667,NA,NA
F4,CD,female,34,3.77,8.603206884,14.43674947,25.46428445,3.79,70.04682285,32.22645795,NA,NA
F4,CD,female,35,3.37,7.510874671,9.454272273,16.28403713,3.6,84.80897959,38.71799263,NA,NA
F4,CD,female,36,3.31,8.394125677,8.155182266,10.2772881,3.57,77.82411958,36.8298443,NA,NA
F4,CD,female,37,3.62,10.11695469,16.27697419,21.42256905,3.11,37.55817821,23.31710173,NA,NA
F4,CD,female,38,3.44,7.199829448,14.98713285,20.07049539,3.9,100.594237,58.70641012,NA,NA
F4,CD,female,39,3.43,7.743030224,9.972954673,19.22305232,3.54,83.41783471,41.40782164,NA,NA
F4,CD,female,40,3.54,10.66687206,14.03929092,18.53910725,3.95,105.730475,72.65265627,NA,NA
F4,CD,female,41,3.53,4.986391754,8.475515663,13.4216073,3.49,45.148681,34.41831707,NA,NA
F4,CD,female,42,3.51,4.827715256,11.60852107,23.97292903,3.59,84.72522243,46.5529667,NA,NA
F4,CD,female,43,3.47,9.630037103,16.06204934,21.79268651,3.58,108.4172071,82.88505054,NA,NA
F4,CD,female,44,3.36,6.522957133,8.631376474,14.11485892,3.75,71.05873862,33.25398658,NA,NA
F5,NSD,male,1,2.58,5.11092171,7.899219843,13.60238282,2.56,43.45001062,9.743063576,NA,NA
F5,NSD,male,2,2.52,5.679240025,9.413520883,16.63947435,2.58,33.57061167,12.4154587,NA,NA
F5,NSD,male,3,2.52,8.18564297,6.183308483,21.75861633,2.63,35.80436568,9.227908415,NA,NA
F5,NSD,male,4,2.63,6.779352671,4.37017669,13.75213241,2.6,37.76785832,9.167385652,NA,NA
F5,NSD,male,5,2.51,5.340872722,10.64794686,19.16923527,2.63,46.76024797,10.51104467,NA,NA
F5,NSD,male,6,2.46,5.22673297,8.156014268,13.01071927,2.56,63.21598501,11.87171331,NA,NA
F5,NSD,male,7,2.6,8.344310685,7.598408432,24.6091814,2.43,40.95106643,10.86100151,NA,NA
F5,NSD,male,8,2.62,6.345061078,7.481542311,22.66013792,2.62,35.60339323,11.05155824,NA,NA
F5,NSD,male,9,2.52,6.254025687,5.628528865,19.84480336,2.6,44.84182111,11.51843333,NA,NA
F5,NSD,male,10,2.63,4.492007498,14.02711594,17.02877181,2.58,50.62320262,9.529330124,NA,NA
F5,NSD,male,11,2.45,4.488223832,5.04943446,14.55515534,2.47,27.98240291,6.921294116,NA,NA
F5,NSD,male,12,2.51,7.30929357,9.150699542,17.75951528,2.51,41.67753497,9.601142364,NA,NA
F5,NSD,male,13,2.48,8.270480884,9.372638459,22.63044354,2.62,44.62452644,16.87057821,NA,NA
F5,NSD,male,14,2.59,6.43061196,11.55079902,27.02204713,2.69,32.22912592,9.798774102,NA,NA
F5,NSD,male,15,2.43,4.817046093,5.824602903,12.64429895,2.74,51.38215595,12.56768455,NA,NA
F5,NSD,male,16,2.54,6.178094741,3.323019313,24.60456625,2.61,42.66958928,9.523672223,NA,NA
F5,NSD,male,17,2.57,8.680870207,6.052216313,24.46629445,2.6,36.52703299,7.355555678,NA,NA
F5,NSD,male,18,2.38,6.668796831,6.774339081,19.87268092,2.54,38.15789794,9.275343921,NA,NA
F5,NSD,male,19,2.55,6.208608832,7.67792306,23.06892982,2.56,27.13424563,8.387534186,NA,NA
F5,NSD,male,20,2.46,5.200188648,6.482251634,12.62267616,2.65,53.17875029,10.9100588,NA,NA
F5,NSD,male,21,2.49,7.203395045,7.700791896,17.9351221,2.57,50.23535835,9.721039656,NA,NA
F5,NSD,male,22,2.47,7.052324961,11.49085568,13.31878196,2.35,51.32138126,8.563714517,NA,NA
F5,NSD,male,23,2.49,5.388434044,9.34673349,12.30346146,2.76,48.80897318,11.85177422,NA,NA
F5,NSD,male,24,2.36,5.032414396,10.88118528,18.80455975,2.64,39.96986937,14.21524553,NA,NA
F5,NSD,male,25,2.55,8.50900091,10.97271027,22.03644278,2.63,51.99875439,13.03888216,NA,NA
F5,NSD,male,26,2.55,6.702244718,10.89845757,26.72257388,2.61,41.1035686,12.22318595,NA,NA
F5,NSD,male,27,2.53,5.790583421,11.22152453,21.5196235,2.57,42.65406038,10.04953954,NA,NA
F5,NSD,male,28,2.5,6.080357307,12.6300644,12.56593937,2.61,34.84938639,12.44937707,NA,NA
F5,NSD,male,29,2.6,7.845743402,11.54033556,20.15171925,2.55,40.37254495,10.6041977,NA,NA
F5,NSD,male,30,2.49,6.608737364,13.4479243,26.10176929,2.6,28.79472747,7.889512165,NA,NA
F5,NSD,male,31,2.4,4.527254954,9.553447443,16.32945836,2.46,35.79353254,9.785380104,NA,NA
F5,NSD,male,32,2.53,6.648443834,11.68565536,19.65788935,2.66,41.48921625,12.23092844,NA,NA
F5,NSD,male,33,2.51,4.834787047,12.37919674,20.78108795,2.59,48.13378637,9.642721809,NA,NA
F5,NSD,male,34,2.58,8.545377844,12.89945419,23.01672712,2.7,44.16893149,11.07282379,NA,NA
